Prediction_ID,Actual_TEY,Predicted_TEY,Actual_CO,Predicted_CO,Actual_NOX,Predicted_NOX
51,131.28,131.19832,2.3297,2.4541745,54.527,53.890144
52,133.14,133.86469,0.87356,1.4026177,65.81,65.28515
53,133.45,133.48526,0.95425,1.6753359,67.617,69.00653
54,121.4,121.52793,2.1072,2.086537,73.505,72.27944
55,133.7,133.93414,1.7095,1.5707414,78.34,79.05913
56,115.7,115.2753,8.0434,8.166385,96.572,96.97678
57,126.3,125.58478,2.1467,2.2718892,46.426,51.339317
58,134.67,134.58289,0.26747,0.7679714,82.028,82.93914
59,125.24,124.62457,4.4873,4.418677,86.977,94.92298
60,165.29,164.71516,1.2641,1.3340675,64.165,68.72701
61,109.66,109.63347,4.8995,5.203417,58.138,58.474247
62,108.87,108.608406,12.443,11.549661,98.293,100.313354
63,163.17,163.21652,0.80605,0.98266464,70.01,70.15872
64,133.1,132.9219,1.2927,1.9569848,58.207,60.04319
65,121.54,122.1451,3.6542,2.4819736,79.226,77.156815
66,152.51,151.95113,0.85047,1.0952168,55.326,58.256325
67,162.22,161.93155,0.99126,1.9701793,77.027,69.642624
68,128.12,127.550415,1.826,1.7525854,65.525,58.272778
69,130.3,130.52605,3.7252,3.845348,67.607,68.32274
70,133.76,133.93677,0.22293,0.8295301,69.607,69.73837
71,134.85,134.45525,0.7172,1.3577576,69.748,71.92383
72,110.03,110.48052,3.6041,3.1073241,57.688,56.868675
73,139.43,138.69984,0.92889,1.0482136,83.398,62.972652
74,159.17,159.47395,0.36771,0.50518006,72.125,68.50208
75,135.35,135.31766,1.0438,1.1642581,67.945,69.299614
76,130.82,130.82115,2.3637,1.9898453,52.426,53.202724
77,146.39,147.03123,1.6721,1.4604399,55.784,55.143475
78,131.8,131.94286,1.7583,1.9205086,51.092,54.672607
79,134.5,134.27538,2.0988,1.6380856,77.08,77.554886
80,129.63,130.07089,1.2845,1.5713761,60.38,71.45624
81,148.91,148.22757,0.80766,1.3778205,49.012,54.77332
82,134.56,135.02559,0.76562,1.516476,64.806,64.41524
83,131.2,131.32507,1.7232,1.6104832,58.764,58.77442
84,134.68,134.64543,1.4009,1.994361,79.346,77.70592
85,133.66,133.78346,0.91737,1.0434753,74.879,74.589355
86,111.14,110.88518,4.2424,2.7781305,70.523,64.96401
87,127.59,127.8681,1.9019,1.8314666,52.182,52.205
88,133.14,132.92233,0.95204,1.1005052,60.277,62.721058
89,117.71,118.02581,3.8696,4.096345,66.497,65.79671
90,157.89,157.61745,1.1245,0.67267376,64.105,63.448883
91,151.27,151.24289,1.2884,1.2178242,59.848,56.98057
92,132.57,132.7915,1.2332,1.1916934,59.922,61.770733
93,150.33,150.03267,1.3729,1.6383331,56.037,54.2209
94,134.59,134.30023,2.6043,1.3959413,78.192,68.25822
95,115.58,115.967735,4.6208,4.278912,59.173,60.79774
96,133.79,133.48189,0.70096,0.5554571,64.602,63.974922
97,147.93,147.89543,0.73723,1.1369077,53.576,54.15207
98,142.03,140.99176,1.3489,1.609321,81.548,72.93805
99,134.87,134.4415,0.88529,1.5669738,56.656,59.779312
100,156.18,156.40962,0.8867,0.715018,74.231,70.75919
101,133.53,133.65482,5.466,3.2502992,57.971,62.279964
102,147.85,146.83434,1.4535,1.8167218,56.963,55.017044
103,135.47,135.10892,0.83174,1.6448243,67.863,70.492966
104,108.63,108.74696,8.2205,7.7916503,86.229,87.65115
105,134.74,134.51952,0.20864,0.8896681,69.23,68.9291
106,156.38,156.48405,0.42012,0.462581,64.994,64.515366
107,132.94,133.20006,0.17049,1.5078388,64.274,65.117256
108,146.22,146.31886,1.3461,1.3811375,56.973,57.736176
109,149.78,149.71925,1.5008,1.3986541,55.811,56.213375
110,161.34,161.44133,1.5573,1.3766739,70.027,70.83305
111,153.91,153.11894,1.2645,1.4313312,56.417,58.17528
112,109.82,110.00799,11.016,10.238428,106.63,94.62266
113,144.93,144.81056,0.84555,1.7125103,53.293,55.85537
114,104.4,103.547806,2.0732,4.5027285,51.871,54.663734
115,128.05,127.58349,2.1251,1.8775016,54.372,53.12136
116,133.07,132.60706,0.92435,1.3881092,73.357,73.06415
117,134.15,134.07166,1.1509,1.1847571,58.832,58.5225
118,142.82,142.94984,1.0403,1.3688823,70.049,68.98333
119,124.86,124.53225,3.216,3.346299,63.137,65.92335
120,104.8,104.37955,8.0463,8.182564,91.77,82.93086
121,145.81,146.64774,2.1253,1.1945144,75.139,57.90053
122,152.58,152.2378,1.4171,1.069746,66.959,61.857464
123,134.17,134.24445,3.3966,3.2526102,69.292,69.27127
124,148.55,149.18097,0.089753,1.0084549,52.814,58.646503
125,159.53,158.46211,0.43861,0.51173353,65.617,62.31569
126,129.62,129.96881,2.0547,2.06568,52.733,53.09134
127,133.83,133.6164,0.92152,1.1961397,65.182,66.11391
128,133.67,133.85359,0.7158,1.406153,79.313,81.54674
129,132.53,132.01678,0.7171,0.6962531,61.446,63.20211
130,133.88,133.95723,0.9499,0.9721863,62.245,61.75377
131,131.24,131.59921,3.2272,3.221954,83.335,80.248474
132,119.51,119.40265,2.9962,2.8174648,49.737,49.67215
133,122.31,122.16539,3.2774,2.5520027,48.049,47.73362
134,133.83,134.0795,1.277,1.4226724,62.037,61.627163
135,133.4,133.727,1.7029,2.2448282,77.409,78.75949
136,128.78,128.87444,2.1639,1.9292804,48.53,46.201584
137,151.37,151.63214,1.517,1.4318906,66.949,60.053913
138,119.71,120.037285,4.0175,3.4914534,57.951,58.122093
139,109.45,109.15896,5.0815,4.7292128,66.796,65.06364
140,110.66,110.52657,4.49,4.682247,45.954,46.51753
141,149.83,150.18222,1.3228,1.3365861,55.379,55.25356
142,144.74,144.60704,1.2521,1.3571664,63.274,64.922905
143,154.25,154.73502,2.1124,1.6855581,55.136,54.223328
144,164.94,164.57637,0.83454,0.78218013,67.135,67.91983
145,157.47,157.08203,0.72653,1.1833203,59.801,62.100594
146,161.01,160.25453,2.2839,1.9170512,59.47,57.173214
147,147.29,147.40675,1.6387,0.8919612,65.239,58.67332
148,157.08,157.12854,1.3043,1.1676319,61.231,62.443264
149,178.31,177.6071,1.435,1.900919,54.794,56.796787
150,133.73,133.74522,0.14565,0.63833684,61.108,62.38026
151,131.37,131.76825,2.3252,1.8177681,68.578,67.8808
152,155.0,155.08606,1.14,1.105377,69.582,70.83819
153,109.91,109.94069,4.7846,4.88437,48.904,53.263676
154,134.78,134.87482,1.4756,1.6276891,77.903,77.33177
155,130.39,130.43481,2.2637,2.096463,50.305,50.76961
156,163.08,163.34637,0.74386,0.7898427,63.683,65.898026
157,135.05,135.1074,1.4893,1.5553575,69.393,67.55507
158,153.47,153.65599,1.1573,1.3338363,58.154,59.953293
159,110.4,110.17002,5.3485,6.061711,74.923,83.899704
160,134.66,134.91766,1.3232,1.7919818,83.392,81.02546
161,129.98,129.68448,1.1255,1.5959843,50.596,53.277016
162,108.24,108.36177,4.4592,4.4423084,55.983,58.487846
163,155.24,154.4253,0.6704,1.1681173,59.302,60.685432
164,124.02,123.29498,2.8028,2.5651724,57.365,55.38227
165,132.62,132.3153,1.1142,1.7510597,64.611,67.54743
166,147.3,147.22684,1.7332,1.5861511,54.434,54.755226
167,148.64,148.85707,2.0282,1.8477315,56.861,56.188652
168,134.46,134.38313,1.1318,1.1665648,60.285,61.72058
169,111.71,111.36638,6.615,6.8694496,91.221,92.68894
170,104.73,105.55939,7.403,7.896507,82.462,87.21855
171,133.21,133.63263,0.88146,1.696601,59.921,63.44922
172,165.47,164.64029,0.91378,1.0302312,65.014,66.816246
173,147.0,146.65819,1.3916,1.407748,53.634,52.591785
174,127.03,127.51294,1.8225,1.7388909,50.721,48.759464
175,140.37,140.82034,1.6094,1.4054323,61.406,62.425453
176,101.83,102.77574,4.3183,3.9430697,65.884,62.999943
177,134.05,133.8987,1.0496,1.7159525,63.178,61.612022
178,150.24,150.5775,1.4247,1.3689989,49.752,52.79688
179,128.94,129.08363,1.2166,2.0935497,59.286,62.06719
180,134.72,134.45207,1.3586,1.5759845,73.433,72.14994
181,132.31,132.84059,1.6326,1.4604783,74.389,74.56777
182,128.25,128.05637,1.7751,1.6945729,47.388,49.594273
183,121.03,120.94391,2.8604,2.5995905,59.36,59.688618
184,134.2,134.12154,1.5734,1.5562365,64.893,63.877098
185,129.74,129.25485,2.2362,1.945396,54.596,49.38766
186,121.15,120.81638,3.0933,2.9878292,45.38,50.509666
187,134.85,134.52975,2.2154,1.9489917,84.16,77.99192
188,133.8,134.10806,2.0022,1.6506284,72.077,69.38343
189,112.89,112.752,3.1154,3.137609,59.062,56.734657
190,108.36,108.593765,4.992,4.6935782,57.391,56.25824
191,144.65,144.52187,1.882,1.8519766,55.675,57.65829
192,133.98,133.77565,1.8087,1.8630402,78.887,79.7589
193,134.85,134.80423,1.7384,1.6639906,60.966,61.185722
194,121.77,121.96159,2.409,2.4159038,56.677,56.99167
195,134.71,134.6243,1.4078,1.317011,62.633,61.307835
196,134.7,134.80125,1.2159,1.6701297,59.439,58.54692
197,149.49,147.79973,1.4627,1.1348257,52.694,54.210125
198,108.67,108.989555,5.2768,5.3358016,63.502,62.60873
199,144.44,144.48648,0.95821,1.2461654,54.183,55.096832
200,154.54,154.61104,0.72435,1.1391102,56.734,57.291557
201,128.14,128.00215,2.1642,1.8908858,47.938,47.126633
202,126.76,127.05723,1.3662,1.9830438,59.381,58.40411
203,133.74,133.42361,1.8305,1.35844,67.454,66.83381
204,111.09,110.778534,5.6421,3.8958998,72.569,68.867134
205,135.52,135.91553,2.5155,1.6448791,66.308,65.12735
206,134.68,133.86505,1.56,1.2932129,71.875,74.14396
207,131.64,132.15045,1.2651,1.1655512,56.384,59.27789
208,109.48,109.473366,4.8762,5.0907393,57.111,62.194298
209,131.72,132.16194,2.0372,2.2661324,46.741,56.408024
210,133.01,131.82596,1.9258,1.6561646,64.905,63.08308
211,139.78,139.58365,2.038,1.7559854,60.186,62.602726
212,129.55,129.75092,1.5205,1.603873,63.386,61.191326
213,138.85,140.67372,0.66018,1.3239834,52.95,60.267902
214,110.8,110.51126,1.8364,2.3205419,55.18,56.96884
215,132.85,133.21722,1.6855,1.7115078,66.11,66.21556
216,133.68,133.40692,0.91709,1.2066239,76.791,76.733604
217,134.09,134.08855,0.93641,2.2862802,60.38,85.55353
218,148.84,149.00327,1.1733,1.2278624,71.158,69.216866
219,162.5,162.91649,2.5244,2.5117385,59.663,58.993187
220,152.32,153.4869,0.58117,1.1307671,66.878,65.46312
221,109.49,109.4605,8.3552,7.946293,85.452,86.837585
222,127.95,127.56747,1.9367,2.0312662,63.847,63.816616
223,112.78,113.24076,2.0527,2.1450026,57.537,56.683727
224,114.18,113.6362,4.528,3.6507604,58.653,57.75094
225,146.77,146.5376,1.8127,1.9532896,56.118,53.305706
226,122.16,122.777336,1.7826,2.7329574,57.361,63.401566
227,154.44,153.91046,0.45228,0.8738853,71.929,70.4627
228,130.22,130.30885,3.0748,2.3917472,56.737,57.626755
229,120.36,121.070404,1.0552,1.8118154,52.62,52.063934
230,124.99,123.86765,5.7389,4.7328544,90.033,92.93159
231,146.4,146.4243,1.1601,1.2062752,57.2,55.87207
232,133.79,134.12401,0.30437,0.6602004,60.118,64.35234
233,126.37,125.90283,2.4473,2.081657,60.217,61.825592
234,151.9,152.45398,1.8106,1.5559437,49.737,48.47121
235,111.78,111.26837,3.6144,5.060871,49.173,52.851875
236,133.46,133.45221,1.204,1.6777219,59.359,60.52774
237,149.03,149.19843,0.84758,1.7719973,51.598,54.788925
238,128.54,128.76064,2.8755,1.7775973,58.247,50.401985
239,156.34,155.31654,0.93168,0.94890904,75.16,70.974754
240,166.08,165.82649,0.45899,0.43727615,67.048,64.49407
241,134.75,134.49867,1.5867,1.3190181,77.256,73.26784
242,134.03,134.02177,2.8925,2.3159847,84.176,83.90993
243,136.67,136.1643,1.1199,1.232014,82.113,83.525154
244,141.43,142.3465,1.8276,2.7385476,57.04,55.69923
245,112.38,112.595245,2.0283,3.162837,64.237,67.06399
246,134.21,133.73108,0.90646,0.6744268,62.355,63.07022
247,133.82,133.67514,1.1195,1.5240897,72.308,70.045654
248,135.39,134.73746,1.4886,1.6985943,65.838,66.1855
249,150.89,150.59273,1.3052,1.1458554,58.881,58.152348
250,126.35,125.63808,3.9442,4.309063,70.357,75.76996
251,130.45,130.20168,4.6053,3.4506366,67.144,66.346146
252,109.16,108.84492,7.6762,7.0126305,87.806,83.80442
253,153.23,152.9123,1.4307,1.4697417,56.842,57.28432
254,112.02,111.23753,43.428,28.300735,99.237,97.591545
255,133.93,133.97038,1.5255,1.524937,75.021,78.37499
256,133.83,133.4329,0.66644,0.9592562,66.661,68.53311
257,110.77,110.238144,5.0591,4.9344583,53.066,51.517357
258,109.67,114.36574,35.045,22.539322,74.376,60.42124
259,122.04,122.232285,3.2924,2.868833,56.472,59.98637
260,127.75,128.01183,3.884,3.7368116,76.466,75.73443
261,123.81,123.19139,6.7175,5.8367877,95.788,86.813614
262,140.96,139.89832,1.6908,1.1909579,63.836,62.628834
263,133.52,134.62585,2.152,1.4342495,58.213,60.734283
264,149.06,148.51324,2.6078,1.7923661,70.829,70.353226
265,133.68,133.80797,1.7781,1.5828288,80.528,80.317474
266,149.75,149.49919,1.3787,2.151773,53.54,54.595264
267,132.76,133.17792,1.1681,1.5338842,66.312,70.76874
268,130.42,130.36237,2.0913,2.4987257,51.812,51.580376
269,134.34,134.59758,1.1038,1.3178012,72.293,68.26452
270,149.89,149.925,1.3212,1.368344,54.19,55.56227
271,128.09,127.602356,1.9095,2.1044953,54.075,52.39043
272,133.92,133.22739,3.4303,2.7887933,69.515,68.77855
273,119.72,120.40314,0.96626,2.0589094,53.504,54.242195
274,152.73,152.5725,1.1918,1.3020632,59.139,65.02776
275,159.39,159.18965,0.78177,0.9485214,65.694,66.17821
276,110.72,110.45642,2.8084,3.0080159,70.281,70.42346
277,133.83,133.95114,1.1917,1.3485312,63.832,63.728165
278,117.55,119.97597,3.2447,3.1278553,101.87,83.71096
279,156.38,155.88428,0.99337,1.0766939,68.921,67.644936
280,137.25,136.7953,2.9512,2.437439,62.637,65.1799
281,141.97,141.36148,1.4769,1.8177986,55.974,59.122993
282,152.94,152.22882,0.88643,0.77040803,60.508,59.75746
283,154.95,154.95781,1.4638,0.9900259,64.024,67.90745
284,109.44,109.40888,4.2995,3.5638108,52.156,52.300144
285,133.75,133.78003,1.2237,1.177508,66.326,64.618996
286,109.72,109.550125,2.9126,3.8147016,60.265,63.8055
287,165.83,165.68051,0.53815,0.45708418,69.984,69.73604
288,131.66,132.82982,1.2579,1.2018458,60.58,64.72188
289,138.18,137.72615,2.7941,3.3076236,59.899,64.50815
290,154.25,153.92682,0.73059,0.9385981,72.045,70.09444
291,108.26,108.754326,3.1639,4.815686,59.363,61.406864
292,152.87,152.15443,1.1886,1.3250719,61.999,62.064598
293,147.07,146.55121,1.6348,1.6083304,50.388,52.02288
294,111.74,112.20351,3.501,3.715049,54.51,57.125824
295,127.68,127.95457,1.6807,1.8081287,51.566,50.156
296,148.53,148.61197,1.1639,2.0180311,48.653,52.342945
297,130.18,130.92412,3.8318,4.1379347,68.809,70.96672
298,156.77,157.38815,0.8438,1.302632,67.612,67.43459
299,155.23,156.2562,0.5392,1.0888269,59.39,63.688255
300,133.23,133.16354,1.0212,1.2367086,72.896,73.136505
301,133.81,134.12872,1.3415,1.3767327,58.532,59.380486
302,135.82,135.26414,0.20156,1.363407,58.755,62.582153
303,161.57,161.42357,0.53798,0.5696493,68.934,68.785515
304,102.24,102.16557,13.236,12.030468,101.84,101.79083
305,142.63,141.76132,2.0193,1.4880173,57.924,55.85315
306,128.0,127.721214,1.5405,1.8040707,54.508,49.72033
307,162.43,161.90552,2.9949,2.3420908,51.483,53.76001
308,141.08,140.54353,1.5019,1.6007469,58.537,57.28769
309,107.61,108.641815,5.2302,5.509856,77.321,75.10862
310,133.78,133.76773,2.6523,0.8403584,67.347,65.918365
311,130.21,130.50262,1.7387,2.169118,55.78,53.467487
312,135.39,135.18005,0.98648,1.2656353,62.724,64.95879
313,131.44,131.04173,1.8968,1.9967883,52.145,51.182
314,144.11,144.42238,1.7753,0.9898223,64.291,62.738956
315,142.03,141.20032,1.9189,1.6665758,54.335,56.16615
316,135.04,134.93799,0.11124,0.5416724,86.161,82.77387
317,147.71,148.3995,1.1145,1.2435232,65.13,68.52556
318,153.36,152.2076,1.1484,1.2476823,69.211,65.202644
319,132.7,133.22519,0.64257,1.304494,67.89,72.711365
320,134.04,133.539,1.2723,1.9028318,67.065,64.3511
321,132.78,132.90948,1.901,1.9340883,62.99,61.339985
322,164.68,166.09343,1.9388,1.7656953,49.208,54.978672
323,114.21,114.51249,4.4319,3.8566349,67.094,64.74273
324,134.5,133.99097,0.98222,0.85993403,77.755,76.4473
325,135.51,135.81628,0.78461,1.4032276,67.529,65.208916
326,124.01,123.61299,3.3475,3.5302188,60.817,62.037407
327,132.68,132.74779,3.2992,1.9231632,78.423,75.83186
328,110.47,110.321014,3.6846,5.3316183,69.039,71.37093
329,134.64,134.6174,2.0663,1.7323862,62.801,62.04578
330,134.69,134.59674,1.7373,1.3635099,90.708,90.19612
331,147.77,146.67642,1.7435,1.3480649,51.004,49.3618
332,111.81,111.553566,4.3641,4.9996805,50.812,51.749546
333,134.39,134.51747,1.6899,1.8801016,63.734,60.849545
334,140.37,141.09933,1.1757,1.6695162,59.078,62.52977
335,133.9,134.02458,0.82534,1.2850943,76.823,77.83302
336,109.99,110.55585,4.4523,3.649827,53.176,51.822765
337,155.64,156.03162,1.7795,1.0694485,71.423,69.98554
338,133.6,133.84274,3.0882,2.2187495,93.565,94.300095
339,110.69,110.49547,7.4019,5.4727254,83.724,72.20989
340,134.73,134.71022,4.2982,1.6327802,68.749,62.306564
341,131.4,132.0214,1.919,1.4614544,62.811,62.624397
342,117.18,117.101685,9.5885,8.531393,100.91,104.138626
343,131.0,131.18584,2.3488,2.1809244,49.899,50.950447
344,132.27,132.46423,1.7761,2.0184934,58.599,59.433525
345,101.21,100.6839,10.823,10.986023,82.89,84.45928
346,144.82,145.26793,1.1979,1.3183416,70.634,70.59098
347,145.55,145.681,1.7909,2.1401713,55.849,53.676075
348,134.88,135.1018,1.3563,1.3640766,63.7,64.60891
349,157.23,158.02286,1.3706,1.5740064,73.32,63.971947
350,130.38,130.44315,1.8702,1.8989149,58.478,54.649017
351,164.16,163.92351,1.7274,1.5380211,64.793,64.797165
352,133.72,134.08351,0.7278,0.757407,68.449,69.613976
353,134.33,134.51498,0.40679,1.3146527,77.735,81.12072
354,150.57,149.19196,1.0853,1.0737536,53.604,56.450314
355,126.13,126.98243,2.2484,1.6299322,60.101,57.646072
356,154.86,153.62943,0.19455,0.6274572,67.376,71.214676
357,133.29,133.59268,1.1279,1.4060199,63.528,65.25949
358,115.47,116.24183,4.2511,3.5303516,56.268,58.017227
359,119.53,119.87191,3.3444,2.6464279,57.451,56.485554
360,111.74,111.7974,1.7362,1.8457896,55.143,55.635216
361,148.23,148.4328,0.85968,1.2043623,53.622,53.940662
362,162.97,163.08627,0.46928,0.46856406,68.379,66.322205
363,135.0,134.77325,1.257,1.4680908,69.073,67.79426
364,133.43,133.24817,2.3948,1.9429893,74.365,76.86415
365,133.87,133.29367,1.5849,1.7401177,67.892,67.76637
366,132.84,132.40054,1.0225,1.4911534,65.851,63.937447
367,133.75,133.70401,1.5131,1.1943964,65.904,64.97519
368,135.01,133.9319,1.632,1.0042851,79.534,81.163925
369,162.34,162.58835,1.9864,0.5593042,72.275,63.052902
370,128.06,128.5614,1.5444,1.870312,52.92,51.555565
371,108.29,108.904,3.0685,5.4379196,61.389,74.166595
372,134.13,133.773,1.8257,1.5741807,65.276,64.82486
373,134.9,134.50223,1.346,1.329675,58.792,61.465427
374,150.1,149.47949,1.1854,1.1884583,55.408,55.26563
375,144.77,144.67441,1.7337,1.8305552,56.072,56.401226
376,134.63,134.8159,3.4073,3.1989374,70.258,68.54919
377,147.56,143.52715,2.8935,5.1841264,90.49,80.11914
378,131.37,131.59062,2.6853,1.8291072,57.487,60.64568
379,161.71,161.56804,2.101,2.6025994,58.27,58.382984
380,149.17,148.57405,1.9017,1.548161,51.561,52.37814
381,103.99,102.970184,5.794,5.454737,58.266,65.25201
382,129.58,129.08258,1.8168,1.9938506,49.461,46.910828
383,162.06,161.99843,1.701,1.0551369,68.24,63.61798
384,120.65,120.59342,2.0297,2.399539,68.674,58.189377
385,117.76,115.680336,8.8254,15.317436,106.84,101.876366
386,108.04,108.66387,4.2602,3.911235,56.705,53.763317
387,135.17,134.90175,1.3783,1.2252479,64.953,64.141174
388,138.49,138.2739,0.96741,1.0486847,78.903,78.990036
389,128.85,128.67487,1.7228,1.7830724,47.999,49.218678
390,123.87,122.617615,1.5433,2.1248407,59.574,64.616585
391,111.06,110.65873,3.0688,3.316342,78.957,78.190834
392,149.66,149.19421,0.74357,0.63246024,58.28,58.510242
393,133.76,133.81952,0.59379,0.8377191,62.915,66.44445
394,132.76,132.71265,1.9286,3.2760491,58.55,60.03766
395,109.73,110.64308,3.8571,3.728791,74.815,74.00587
396,110.56,110.72483,4.6125,4.5483723,63.657,65.10752
397,108.08,105.41773,20.271,8.006693,105.66,111.713455
398,133.69,133.83054,0.77359,0.62946206,82.778,81.689835
399,133.84,133.87376,1.6289,1.5371857,74.417,79.1441
400,131.46,131.69717,1.062,1.4350435,66.013,65.08273
401,129.23,129.32999,2.0886,1.8481064,48.439,48.156784
402,134.08,134.37257,1.1885,1.1039947,61.498,61.455708
403,133.64,133.95767,1.9951,1.2391263,66.323,66.731705
404,122.99,122.70491,3.4551,2.8848162,57.123,55.87344
405,131.6,132.58368,2.3315,1.8377577,80.559,74.40823
406,110.3,110.567276,7.3654,7.3735514,77.364,78.919876
407,151.85,152.32446,1.2858,1.4713017,47.335,48.163494
408,131.35,131.63397,2.5668,1.6941777,53.484,51.80978
409,111.2,111.16201,3.9903,3.4129395,49.07,49.236797
410,153.41,153.21162,1.1669,1.26095,68.396,65.072205
411,132.26,132.55618,1.4531,1.9252968,61.172,58.46403
412,135.89,135.08487,1.4165,1.3711269,75.667,73.93453
413,164.22,164.20737,0.68211,0.40883586,83.198,67.28052
414,133.18,134.22708,0.74232,1.4594917,62.703,66.58471
415,111.58,111.669624,5.0469,5.0204744,71.149,70.51487
416,108.53,108.60892,4.9359,4.9049454,58.571,59.014103
417,111.5,110.719475,4.7578,4.4419913,66.378,58.50891
418,133.74,133.85892,1.0507,0.8981134,67.039,65.40741
419,109.02,108.80144,5.1961,6.1612267,78.316,84.54487
420,125.3,125.075676,1.8944,2.0570312,61.522,61.50945
421,149.27,149.02689,1.5431,1.7366667,52.044,52.129826
422,144.32,144.84253,1.2625,1.3577888,101.87,74.694984
423,107.0,105.877914,6.6272,6.2238703,65.624,72.9881
424,148.14,148.25987,0.73682,0.99074405,79.053,79.02048
425,153.61,153.18678,1.413,1.4994123,54.751,56.047737
426,162.02,161.53322,0.46489,1.4454482,69.745,73.44381
427,121.75,121.17443,2.4267,2.8929956,65.916,82.9173
428,161.9,161.4228,2.6918,2.4580815,58.217,55.899307
429,130.69,130.67339,1.7304,1.7711341,56.868,57.309505
430,128.45,128.45746,1.9681,1.8413891,56.696,51.364315
431,148.87,149.2354,0.74221,1.3179014,55.014,65.16422
432,136.06,136.77092,3.4232,3.1563914,65.006,62.643005
433,133.72,133.84094,1.5232,1.725636,74.606,74.87512
434,108.43,108.78934,4.5313,4.6562076,52.269,53.113277
435,102.78,103.23693,5.1255,5.004564,71.576,67.14828
436,143.63,141.74039,0.79203,1.4198,60.021,56.531643
437,156.14,156.39432,0.85764,1.0915703,65.77,69.487175
438,149.86,149.36746,1.2449,1.5388341,58.03,57.27371
439,130.91,131.43268,1.5725,1.914552,58.032,55.82799
440,149.68,150.4341,1.1073,0.754159,76.661,71.83481
441,143.48,143.99928,1.5155,0.9561529,64.007,61.769344
442,151.91,151.64735,1.5074,1.1122276,56.335,53.01671
443,124.45,124.03513,1.6641,2.233979,76.234,74.84281
444,133.88,133.90881,1.6146,1.6118733,64.424,65.21284
445,124.1,124.237045,4.2833,2.5203834,66.402,62.133278
446,136.77,134.81593,1.2838,1.3845419,66.391,66.685745
447,130.67,130.47264,2.2061,2.3241198,49.667,52.91839
448,159.92,160.03111,1.2084,1.1838899,66.11,65.848785
449,127.9,127.91857,1.0937,1.5828247,45.974,49.025578
450,155.3,155.03578,1.2272,1.3797728,70.754,76.15431
451,103.81,104.26268,13.126,9.266479,110.78,109.11788
452,106.35,105.76109,5.3101,7.089896,80.72,80.3526
